,clean_text,sentiment
9451,barang bagussss packing rapihhh,positive
9452,recomended alhamdulillah barang nya bagus,positive
9453,bajunya bagus saya suka,positive
9454,mangstabs ,positive
9455,bintang dulu karena salah kirim warna and size,negative
9456,polo shirt bagus dengan harga terjangkau ,positive
9457,respon penjual cepat packing rapih barang sesuai deskripsi terima kasih,positive
9458,sudah sampai terimakasih ka,positive
9459,respon penjual cepat barang sesuai deskripsi packing rapih terima kasih,positive
9460,puas banget dapet harga pas lagi diskon bahannya bagus adem,positive
9461,maaf baru review barangnya keren sumpah terima kasih,positive
9462,barang oke dan harganya murah tapi tambah kurir biar ada pilihan lain lagi,positive
9463,bagus cepat sampai ,positive
9464,merk campur beda kualitas sesuai harga,negative
9465,brang bagus ssuai harapan,positive
9466,polo shirt wangky lacoste wow,positive
9467,terima kasih pesanannya sdh sampai,negative
9468,makasi pesanan sudah sampai,positive
9469,harga sesuai kualitas ,negative
9470,alhamdulilah paketan sudah sampai dan yg nerima pun senang buat langganan ah super hemat klo mo bagi thanks ramayana ,positive
9471,ukuran dan warna sesuai dengan foto dan pengiriman nya juga cepat,positive
9472,polo shirt wangky lacoste top bgt,positive
9473,paket sudah sampai tengkyu ,positive
9474,barang mantap pelayanan memuaskan,positive
9475,bahan lumayan dgn harga diskon tp sayang prosesnya pelayanan lama ,positive
9476,bahan bagis lembut tebel dan adem bgt dikulit warnanya juga bagus suka bgy pokoknya rekomend ,positive
9477,kualitas melebihi harga makasih,positive
9478,mantab bos kain juga siip ,positive
9479,bagusss sekali gan bahannya adwem,positive
9480,barang sesuai harga kualitas mantab,positive
9481,bahan bagus kondisi baik d,positive
9482,kualitas sesuai harapan namun harus dicuci dulu krn ada bagian yg bernoda,positive
9483,barang mantap pelayanan memuaskan semoga bisa order lagi sukses terus dah,positive
9484,bahan bagus size xl sepertinya size xxl,positive
9485,baju nya tipis ya aq fikir agak tebel tapi lumyan lah buat hrga segitu thx ,negative
9486,bagusss seller ramah good,positive
9487,barang sesuai gambar yg ditampilkan,positive
9488,bahan agak kasar ukuran pas spt baju lain sipp ,positive
9489,gggggggggggggggooooooooooooooooooooooodddddddddddddddddddddddd,positive
9490,sesuai banget barang cepet banget datangnya ,positive
9491,thanks barang telah diterima dengan baik,positive
9492,bagusss bajunyaaa pengiriman cepat,positive
9493,kualitas sesuai harapan makasih,positive
9494,kaos sesuai gambar packing rapi mantaap ,positive
9495,siippppppppplppplppppppppppppppppppppp,positive
9496,bagus untuk ukuran harga segitu sayang xl nya agak ngepres dan bahwahnya pendek cb ad xxl d,positive
9497,mantep gan kualitas bagus sesuai pesanan,positive
9498,baju sesuai dengan gambar dipakai nyaman ,positive
9499,sesuai deskripsi ukuran l nya agak kecil untuk tinggi badan cm dan bb kg,positive
9500,bahannya adem pengiriman cepat sip ,positive
9501,barang telah sampai kualitas sesuai dengan harganya ,positive
9502,produk bagus layanan mantap ,positive
9503,suka banget min sma kaosnya tidak mengecewakan ,positive
9504,so far bagus tp agak tipis bahannya ,positive
9505,sundul gan sesuai spec sesuai harga,positive
9506,brg ok trims ,positive
9507,polo shirtnya bagus seller responsif tq,positive
9508, barang sudah sampai thx ,positive
9509,barang telah sampai kualitas sesuai deskripsi produk tks,positive
9510,mantab cepat banget nyampenya _ terima kasih sukses selalu ya,positive
9511,barang ud sampe lengkap dan sesuai pesanan cuman blm di coba krn masih di luar kota thanks,positive
9512,bagus pengiriman cpt thanks,positive
9513,barang telah diterima terima kasih,positive
9514,bagus lumayan baik ok,positive
9515,shirtnya sudah sampai sesuai pesanan kualitas sesuai harga sering sering diskon yah ,positive
9516,barangnya bagus mantaaaap ,positive
9517,mantap gan barangnya terimakasih ,positive
9518,mantap terima kasih ,positive
9519,mkasih sandalnya bagus bgt suka deh,positive
9520,produk sesuai descripsi pengemasannya cepet banget thank you seller ,positive
9521,paket sudah diterima dengan baik dan sesuai pesanan nya kegedean di kaki saya biasa pake pas ini enggak ,negative
9522,proses dan pengiriman cepat barang sesuai deskripsi terima kasih ,positive
9523,cukup bagus dgn harga rb ,positive
9524,packing rapi barang bagus best seller,positive
9525,hrga murah tp tdk murahan,positive
9526,mantappp sesuai deskripsi,positive
9527,sesuai harga lah pas diskon ribu _ kain standard jaitan lumayan,positive
9528,sangat puas dengan produknya,positive
9529,wkwkwkwkaaa dipakai kakak ku ,positive
9530,ya sesuai harga anget n cukup untuk bapak saya terima kasih ramayana ,positive
9531,mantap terimakasih banyak,positive
9532,produknya bagus sesuai deskripsi produk kaosnya halus dan bahannya tebal juga seller nya juga responsif banget lgsg kasih info waktu ukuran yg diminta habis dan paketnya dikirim rapiiii bangettt cuma sayang agak lama di kurir tp overall recommended seller,positive
9533,ini juga oke mantaf ,positive
9534,sesuai pesanan mau beli lagi,positive
9535,bagussss sangat puas belaja di tokped,positive
9536,ya bagus adem nyaman terbaik dah,positive
9537,terimakasih banyak sesuai pesanan ,positive
9538,bajunya bolong gpp saya terima soalnya klo ga bolong gimana cara makenya hahaha,positive
9539,bagus bhnya sesuai deskripsi g tipu bintang kalau order lagi dsni lagi kakak peking rapi pelayanan ramah n cepat ,positive
9540,wah mantap barang sesuai harapan bahan bagus cukup tebal ada harga ada kualitas ,positive
9541,kaos sesuai deskripsi produk bahannya halus banget dan tebal juga dan paketnya rapiiii bangettt cuma sayang agak lama di kurir tp overall recommended seller,positive
9542,tidak sesuai pesanan pesan size m dateng size xl,negative
9543,untuk harga segitu barangnya bagus bgt thanks ramayana,positive
9544,packing rapi sesuai gambar bahan bagus,positive
9545,barang nya bagus banget gan makasih gan,positive
9546,kualitas bagus sesuai gambar tq,positive
9547,terima kasih dan cocok barangnya,positive
9548,trima kasihhhh banyakkk ,positive
9549,bh nya bagus sukaaa mksh ramayanaaaa,positive
9550,bahan bagus nyerap tp kecil dilingkarkan badan jahitan kurang rapih tali bh copot harga sesuainya seperti dibeli rb kalau kemahalan o,positive
9551,ukuran pas sesuai deskripsi tks,positive
9552,barang sudah sampai tapi bahan biasa saja ,positive
9553,barang tdk rekomen ukuran tdk sesuai,positive
9554,barang sudah diterima dan tidak sesuai dgn ukurannya ukuran xl anak,negative
9555,sesuaii bahan bagus cepat,positive
9556,barangnya ok cuma gk berapa melar jadi kesempitan ,positive
9557,packing rapi barang cepat sampainya,positive
9558,produk sesuai foto dan deskripsi pengiriman cepat terima kasih ,positive
9559,sesaui deskripsi material produk sangat bagus pengiriman rapi dan cepat respon cepat ,positive
9560,tasnya bagus bgt bahannya bagus dan sampai tepat waktu makasi cs dan team yg sigap proses order barangnya jd bisa saya bawa buat mudik ,positive
9561,barang bagus packing rapi cm agak lama ngirimnya,positive
9562,deskripsi produk sesuai kenyataan sip pas buat ipad inch thanx,positive
9563,tasnya ntaps kualitas sedang lah sesuai harga,positive
9564,trimakasih paket udh tiba walaupun terlambat ,positive
9565,tidak sesuai dengan deskripsi kecewa sama online shop ini awalnya saya kira ya kalau bodypack mah aman bagus jadi mau coba jadi setelah dikirim saya lihatnya belakangan pas di lihat eh ternyata detail ukuran tidak jelas amp meleset dr angkanya yang paling menonjol di sletingnya yg tidak sesuai ingin retur kalau bisa saya meragukan ini toko official store dari bodypack ,negative
9566,kualitas ga perlu diragukan lagi ,positive
9567,produk bagus datengnya cepat dan packingnya juga baik,positive
9568,oke okee lumayan untuk harga segitu ,positive
9569,pngirman cepat dan rapi,positive
9570,pesanan ransel sudah diterima dgn baik kwalitas produk sesuai harga ok lah mudahan awet good job mudah bisa tetap berlangganan ,positive
9571,sangat recomend puas pokoknya,positive
9572,cepat prosesnya dan sesuai gambar,positive
9573,barang mantap cocok sama perkiraan,positive
9574,sesuai estimasi bodypack terjamin kualitasnya,positive
9575,pengiriman lumayan cepat barang bagus hanya saja posisi sleting utama tdk seperti yg di gambar posisi sleting utama tas yg sy terima malah seperti tipe yg satunya maglef ,positive
9576,bagus thank you pengiriman cepaat,positive
9577,pengiriman cepat amp barang sesuai,positive
9578,pengiriman lumayan lama packingnya rapi wlwpun cm tas tp pake bubblewrap tasnya bagus egk nyesel top,positive
9579,terima kasih gan moga kuat and awet,positive
9580,barang sesuai dengan deskripsi pengiriman cepat dan tidak ada cacat salah satu product bodypack yang dibawah rb ,positive
9581,bagus sesuai ekspektasi thx,positive
9582,brang okh sayang saya salah pesa uk harus s tp trims banyak,positive
9583,eta terangkanlaaaaaah kakaaaaaa ,negative
9584,respon cepat barang mantap akurasi tepat,positive
9585,barang sdh sampai bgs ,positive
9586,pengiriman cepat kualitas sesuai,positive
9587,barang sdh sampai baguuuss ,positive
9588,sesuai dengan yg di poto,positive
9589,ukuran kurang pas dg deskripsi no cm insole saat dicoba keliatan kegedean cm mau gamau hrz nambah tambalan spy ga keliatan kegedean ,positive
9590,sepatu ketigaa dr alivee ga pernah kecewaaa ,positive
9591,sepatunya baguuuuuuuus banget nyaman empuk ringan dan yang ga ketinggalan tuh pas dikantong akan ada pembelian selanjutnya nih pastiiiii keep the good work alive love arts ,positive
9592,barang sangat bagus pakingan juga rapih sangat memuaskan,positive
9593,produk sesuai barangnya bagus dipke nya nyaman terima kasih,positive
9594,bagussss bangettttt sznya pass,positive
9595,barang sudah sampai puas bnget sama produknya ,positive
9596,sukaa samaa sepatunyaaa nyaman dipakai dan modelnyaa jugaa cantik,positive
9597,sepatunya okeh nyaman dipake karet belakangnya kurang bagus yaa biasa karet bgtu cpt kendor ,positive
9598,sip pemesanan diterima dengan baik saat dipakai rasanya empuk dan ringan,positive
9599,sukaak bgt sama spatunya packingnya rapih pngiriman jg cepat haknya kokoh biasanya suka ada yg goyang pdahal produk mahal tq sangaaat ya seller sukses sllu,positive
9600,makasih sepatunya uda nyampek mantap,positive
9601,tq yh cpt bgt responnyaa,positive
9602,barang sudah sampai dan puas lah belanja di toko ini semoga nanti bisa berlangganan di toko ini ,positive
9603,baguusssss aku sukak,positive
9604,penjual responsif pengiriman cukup cepat untuk produknya lumayan bagus dapat kartu garansi juga selama hari hanya saja kardus nya pas diterima agak jelek ,positive
9605,barang aslinya sesuai di foto dan bagus dipaketkan dengan rapi terima kasih ,positive
9606,sukaaaaaa nyamaaaannn,positive
9607,barang tidak mengecewakan,positive
9608,produk yang di terima sesuai dengan pesanan empuk dan enteng banget cuma agak kecl uk nya,positive
9609,product baik bungkus rapi,positive
9610,barang oke sudah di terima bagus dan empuk namun sayang kardus penyok saat proses pengiriman oleh kurir ,positive
9611,ukurannya pas barang tiba sesuai deksripsi nyaman dikaki recommended ,positive
9612,bagus enteng brg rapih seller ramah,positive
9613,rapih bagus kualitas mall thx,positive
9614,the best pas ukurannya enak dipakenya,positive
9615,kualitas sesuai cepat lagi kirimny mantap ,positive
9616,sesuai details di gambar ,positive
9617,makasih paket sdh diterima ,positive
9618,produk bagus seller responsive mantap,positive
9619,uk warna sesuai dgn pict pengiriman brg cepat ,positive
9620,ukuran dan warna sesuai dengan foto dan deskripsi produk yang di jual pengiriman hari jam udah sampai rumah,positive
9621,barang bagus barang oke,positive
9622,kaosnya bagus sssssiiiiiipppppppp,positive
9623,bersih notifikasi ampe pegel ngetiknya,positive
9624,kualitas bagus harga terbaik,positive
9625,adem bahanya keren kaos nya thanks ya ,positive
9626,kaossnya bagus bahannya adem dan lembut,positive
9627,blnj trs ,positive
9628,barang bagus pas di kaki warna dan motif keren,positive
9629,barang bagus sesuai deskripsi saya biasa pakai size sepatu ini size tapi ngepas banget ya ,positive
9630,keren sesuai dng gambarr cantik bajunya apalagi dapat harga diskon luar biasa makasih kaka,positive
9631,kualitas ga perlu diragukan lg eiger the best,positive
9632,respon cepat recomended seller ,positive
9633,respon ramah barang ok pengiriman cepat ,positive
9634,bagus recommended,positive
9635,barang sampai dan sesuai deskripsi ori,positive
9636,produk berkualitas produk sesuai deskripsi semuanya oke cuma di label harga beda dengan harga di deskripsi di label harganya lebih murah ,positive
9637,barang sampai dengan baik,positive
9638,sesuai deskripsi keterangan produk,positive
9639,bagus barang sesuai gk kecewa ,positive
9640,gapernah kecewa beli disini hehe,positive
9641,official store tp buruk saya kecewa,negative
9642,trima kasih gan paket sudah sampai dengan selamat dan d packing dengan sangat baik sukses trus buat eigerindo ,positive
9643,barang sesuai pesanan pelayanan oke bgt packing mantap terbaik lah ,positive
9644,size dikirim sesuai dan saya suka produk dari eiger karena kwalitasnya,positive
9645,barang bagus packing aman puas bangett terima kasihh ,positive
9646,pesanan diterima dengan baik terima kasih,positive
9647,tasnya bagus jahitan kuat bahan tebal pokoknya pas deh ,positive
9648,seperti biasa gak kecewa,positive
9649,tepat waktu packing okeeeeee,positive
9650,produk sudah sampai sesuai pesanan ,positive
9651,oke bagus pas ditangan thanks ,positive
9652,kualitas bahan emang bener bagus mantap lah,positive
9653,good job blow jobbbbbbbbbbbbbb,positive
9654,respon agak lambat tp over all barang oke ,positive
9655,puas dengan barangnya bagus ,positive
9656,kokoh dan sesuai deskripsi makasih ya,positive
9657,barang sesuai deskripsi mantull,positive
9658,kasih bintang aja ga bisa kasih foto sm komen,positive
9659,barang sesuai gambar dan deskripsi pengiriman standar lah tetep josss,positive
9660,bahan tebal dan berkualitas product eiger memang beda dengan yang lain,positive
9661,suka banget semoga awet ya aamiin,positive
9662,barang nya kokoh dan bagus,positive
9663,recommended banget nihh ,positive
9664,bahan sangat kokoh dan antishock berfungsi sangat baik,positive
9665,barang bagus ori respon ramah hanya saja respon sangat lambat mungkin karena sibuk tolong tingkatkan lagi kecepatan responnya,positive
9666,packing rapi barang ok mudah mudahan awet ,positive
9667,pretty shoes nyaman juga dipakainya semoga awet ya ,positive
